"TERM DESCRIPTION","TERM","SESSION","SESSION DESCRIPTION","DEPARTMENT","SUBJECT","COURSE","CLASS/SECTION NBR","COURSE DESCRIPTION","INSTRUCTOR NAME","GPA GRADES","TOTAL GRADES","AVG SECT GPA","AVG STDNT CUM GPA","PERCENT MAJORS","A%","B%","C%","D%","OTHER GRADES","A+","A","A-","B+","B","B-","C+","C","C-","D+","D","D-","F","W","WX","I","R","P","S","NY","NR","NC","OTHER","EFFECTIVE DATE",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-B","542","3633","","Daghe,Laura B.","24","24","3.275","3.23","100","29.2","66.7","4.2","0","0","0","1","6","9","5","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-B","542","3634","","Du Bois,Catharine L","23","24","3.291","3.242","100","26.1","65.2","8.7","0","1","0","1","5","12","3","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-B","542","3635","","Downey,Robert Edmund","22","23","3.305","3.218","100","31.8","68.2","0","0","1","0","2","5","5","9","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-B","553","7425","","Weng,Carwina","8","8","3.75","3.247","100","75","25","0","0","0","0","4","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-B","554","3636","","Popkin,William D.","19","19","3.532","3.42","94.7","57.9","42.1","0","0","0","0","5","6","4","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-B","558","6997","","Weeks,W. William","12","12","3.925","3.593","83.3","100","0","0","0","0","0","9","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-B","561","6615","","Need,Mark E","7","7","4","3.395","100","100","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","NON","Non Standard Session","LAW","LAW-B","563","11947","","Applegate,Amy","14","16","3.864","3.363","92.9","92.9","7.1","0","0","2","0","9","4","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-B","565","32881","","Waters,Timothy William","11","13","3.545","3.418","100","54.5","45.5","0","0","2","0","2","4","4","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-B","575","32882","","Williams,David Clair","17","20","3.906","3.58","94.1","94.1","5.9","0","0","3","0","13","3","1","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-B","580","34940","","Fuentes-Rohwer,Luis E.","9","11","3.522","3.337","100","55.6","44.4","0","0","2","0","0","5","4","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-B","587","34942","","Delaney,David George","12","13","3.167","3.47","92.3","50","16.7","33.3","0","1","1","2","3","2","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-B","590","3637","","Meitus,Robert Shannon","21","24","3.719","3.379","100","76.2","23.8","0","0","3","0","9","7","4","1","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-B","601","10471","","Hoffmann,Joseph L.","59","61","3.439","3.408","100","42.4","57.6","0","0","2","0","9","16","20","13","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-B","602","10470","","Scott,Ryan W.","75","78","3.301","3.362","100","30.7","68","1.3","0","3","0","8","15","26","15","10","1","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-B","603","6086","","Conrad,Stephen A.","29","33","3.652","3.389","93.3","62.1","37.9","0","0","4","0","13","5","8","3","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","1","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-B","606","32883","","Sanders,Steve","18","19","3.472","3.339","100","55.6","44.4","0","0","1","0","2","8","3","5","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-B","608","32884","","Widiss,Deborah Anne","81","87","3.274","3.369","100","23.5","75.3","1.2","0","6","0","3","16","35","20","6","1","0","0","0","0","0","0","1","4","0","0","0","0","0","0","1","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-B","620","8862","","Ardery,Samuel Richard","20","20","3.535","3.491","95","55","45","0","0","0","0","1","10","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-B","639","32887","","Buckley,Keith Allen","15","16","3.98","3.442","93.3","100","0","0","0","1","9","5","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-B","643","32888","","Boys,Stephanie Kristen","16","16","3.419","3.427","93.8","43.8","56.3","0","0","0","1","1","5","5","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-B","645","9553","","Gjerdingen,Donald H.","83","84","3.367","3.425","100","31.3","68.7","0","0","1","0","7","19","38","15","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-B","648","32889","","Nagy,Donna M","28","30","3.371","3.448","100","39.3","60.7","0","0","2","0","2","9","9","6","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-B","649","33676","","Wentworth,Martha B","18","18","3.194","3.392","100","38.9","33.3","27.8","0","0","1","6","0","2","4","0","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-B","650","3639","","Lederman,Leandra","66","68","3.392","3.348","100","48.5","45.5","6.1","0","2","1","12","19","14","10","6","4","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-B","658","13248","","Matthews,Catherine LeAnn","15","15","3.747","3.307","100","86.7","13.3","0","0","0","0","5","8","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-B","658","32890","","Brown,Kevin D.","10","10","3.91","3.244","100","100","0","0","0","0","1","6","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-B","658","33627","","Decker,Janet R.","7","7","3.814","3.174","100","85.7","14.3","0","0","0","0","4","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-B","659","6050","","Conrad,Stephen A.","21","24","3.914","3.431","100","100","0","0","0","3","1","14","6","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-B","662","13249","","Leaffer,Marshall Allin","54","57","3.459","3.425","100","44.4","53.7","1.9","0","3","0","14","10","19","6","4","1","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-B","663","11942","","Dau-Schmidt,Kenneth Glenn","18","18","3.822","3.503","100","88.9","11.1","0","0","0","0","10","6","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-B","663","3640","","Dau-Schmidt,Kenneth Glenn","29","32","3.748","3.416","100","96.6","3.4","0","0","3","2","4","22","1","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-B","665","7703","","Waters,Timothy William","11","13","3.336","3.312","90.9","45.5","45.5","9.1","0","2","0","3","2","1","4","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-B","668","10467","","Conkle,Daniel O.","68","71","3.313","3.482","100","26.5","73.5","0","0","3","0","9","9","25","20","5","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-B","668","11140","","Johnsen,Dawn Elizabeth","20","22","3.59","3.404","100","65","35","0","0","2","0","4","9","6","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-B","669","11943","","Krishnan,Jayanth K","28","32","3.471","3.297","100","42.9","57.1","0","0","4","0","2","10","14","2","0","0","0","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-B","670","32891","","Hughes,Sarah Jane","39","47","3.336","3.394","100","35.9","64.1","0","0","8","0","2","12","13","8","4","0","0","0","0","0","0","0","2","6","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-B","672","13468","","Buxbaum,Hannah Luise","71","75","3.293","3.399","100","38","59.2","2.8","0","4","0","7","20","17","14","11","1","0","1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-B","675","32892","","Fischman,Robert L","24","24","3.329","3.497","95.8","29.2","70.8","0","0","0","1","3","3","6","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-B","691","6408","","Applegate,Amy","8","9","3.813","3.377","100","100","0","0","0","1","0","3","5","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-B","699","13250","","Geyh,Charles Gardner","37","40","3.284","3.413","100","27","70.3","2.7","0","3","0","4","6","13","10","3","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-B","706","3652","","Matthews,Catherine LeAnn","6","11","4","3.451","100","100","0","0","0","5","0","6","0","0","0","0","0","0","0","0","0","0","0","0","1","4","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-B","709","32894","","Need,Mark E","15","15","3.513","3.331","100","53.3","46.7","0","0","0","0","4","4","3","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-B","713","32895","","Aman Jr,Alfred C","37","37","3.411","3.389","100","37.8","62.2","0","0","0","0","7","7","11","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-B","713","3658","","Craig,Paul P.","26","30","3.331","3.426","96.3","34.6","61.5","3.8","0","4","0","6","3","7","7","2","0","1","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-B","720","3659","","Tanford,J. Alexander","23","25","3.765","3.434","100","87","13","0","0","2","0","9","11","3","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-B","722","3660","","Kellams,Marc Reed","12","12","3.75","3.443","100","75","25","0","0","0","0","6","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-B","722","3661","","Vaidik,Nancy H.","12","12","3.583","3.366","100","58.3","41.7","0","0","0","0","3","4","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-B","723","7426","","Tanford,J. Alexander","130","136","3.259","3.318","100","28.5","69.2","2.3","0","6","2","5","30","45","27","18","2","1","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-B","725","14065","","Lorch III,Basil H","28","31","3.279","3.335","100","32.1","67.9","0","0","3","0","3","6","7","7","5","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-B","726","32897","","Knebel,Donald","15","15","3.467","3.439","100","46.7","53.3","0","0","0","0","2","5","5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","NON","Non Standard Session","LAW","LAW-B","732","13277","","Mehrotra,Ajay","11","11","3.764","3.398","100","81.8","18.2","0","0","0","1","4","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-B","735","9554","","Fidler,David Paul","16","20","3.313","3.365","100","31.3","68.8","0","0","4","0","2","3","3","8","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","3","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-B","743","5892","","Janis,Mark David","30","32","3.367","3.395","100","36.7","63.3","0","0","2","0","2","9","12","4","3","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-B","749","32898","","O'Bryan,Rory","21","25","3.348","3.304","100","33.3","66.7","0","0","4","0","3","4","6","7","1","0","0","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-B","755","6051","","Craig,Paul P.","20","22","3.275","3.404","100","35","65","0","0","2","0","1","6","5","4","4","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-B","756","13259","","Lovelace Jr,Herbert Timothy","21","22","3.448","3.261","100","33.3","66.7","0","0","1","0","2","5","13","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-B","771","8853","","O Connor III,Joseph Daniel","20","22","3.76","3.334","100","85","15","0","0","2","0","10","7","1","2","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-B","782","8804","","Barnes,A James","27","30","3.559","3.486","96.4","48.1","51.9","0","0","3","0","10","3","11","2","1","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-B","789","32900","","Williams,Susan H.","18","20","3.706","3.396","100","72.2","27.8","0","0","2","2","5","6","5","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-L","566","14064","","McGregor,Michael","18","18","3.533","3.404","100","50","50","0","0","0","0","7","2","5","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-L","690","32901","","Broughman,Brian Jeffrey","18","21","3.756","3.406","94.7","88.9","11.1","0","0","3","0","6","10","2","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-L","699","32902","","Williams,Susan H.","18","22","3.561","3.562","100","61.1","38.9","0","0","4","0","5","6","4","2","1","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","1","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-L","728","9555","","Aman Jr,Alfred C","21","21","3.714","3.416","100","71.4","28.6","0","0","0","0","9","6","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-L","730","13270","","Leaffer,Marshall Allin","18","21","3.883","3.319","100","100","0","0","0","3","0","11","7","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-L","748","32903","","Hoffmann,Joseph L.","20","21","3.88","3.392","95.2","100","0","0","0","1","0","12","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-L","766","14063","","Levesque,Roger J. R.","20","20","3.985","3.352","100","100","0","0","0","0","5","14","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-L","796","32905","","Madeira,Jody Lynee","17","19","3.841","3.502","100","100","0","0","0","2","2","6","9","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-L","799","13273","","Johnsen,Dawn Elizabeth","12","14","3.85","3.479","91.7","100","0","0","0","2","1","5","6","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-L","799","13274","","Bell,Jeannine","9","9","3.689","3.28","100","88.9","11.1","0","0","0","0","1","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","LAW","LAW-L","799","32906","","Fuentes-Rohwer,Luis E.","16","17","3.625","3.405","100","62.5","37.5","0","0","1","0","4","6","6","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1/24/2014",
"Summer 2013","4135","NS2","Non Standard Session 2","LAW","LAW-B ","531","11134","","Gjerdingen,Donald H.","  40","  42","3.300","3.300","100","22.5","77.5","0","0","2","   0","   1","   8","  19","  11","   1","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","09-13-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","502","32710","","Farnsworth,Lisa A.","  23","  28","3.157","3.510","100","21.7","69.6","8.7","0","5","   2","   1","   2","   7","   7","   2","   0","   1","   1","   0","   0","   0","   0","   0","   4","   0","   0","   0","   0","   0","   0","   1","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","506","30438","","Cole,Daniel H.","   6","   6","3.550","3.446","83.3","50","50","0","0","0","   0","   2","   1","   2","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","513","18192","","Sanders,Steve","  64","  64","3.316","3.316","100","31.3","67.2","1.6","0","0","   1","   8","  11","  21","  15","   7","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","513","25772","","Conkle,Daniel O.","  73","  73","3.268","3.288","100","27.4","71.2","1.4","0","0","   0","   6","  14","  24","  19","   9","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","513","26373","","Johnsen,Dawn Elizabeth","  68","  69","3.291","3.346","98.6","29.4","67.6","2.9","0","1","   0","   4","  16","  27","  12","   7","   2","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","517","30447","","Janis,Mark David","  23","  24","3.374","3.466","100","34.8","65.2","0","0","1","   0","   2","   6","   8","   7","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","521","20414","","Cole,Daniel H.","  61","  62","3.289","3.311","100","27.9","72.1","0","0","1","   2","   7","   8","  18","  18","   8","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","521","21960","","Stake,Jeffrey E."," 102"," 106","3.358","3.359","100","37.3","62.7","0","0","4","   0","   9","  29","  36","  16","  12","   0","   0","   0","   0","   0","   0","   0","   0","   3","   1","   0","   0","   0","   0","   0","   0","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","521","24203","","Krishnan,Jayanth K","  59","  59","3.298","3.318","100","28.8","66.1","5.1","0","0","   0","   3","  14","  27","   9","   3","   2","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","526","23987","","Lederman,Leandra","  12","  13","3.733","3.498","100","83.3","16.7","0","0","1","   3","   1","   6","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","539","22853","","Barnes,A James","   8","   8","4.000","3.420","100","100","0","0","0","0","   0","   8","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","549","26728","","Leaffer,Marshall Allin","  17","  19","3.694","3.402","94.4","76.5","23.5","0","0","2","   0","   5","   8","   4","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   1","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","558","21217","","Weeks,W. William","   7","   7","3.957","3.581","100","100","0","0","0","0","   0","   6","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","559","24204","","Gandy,Kenneth Allen","   6","   6","3.550","3.383","100","50","50","0","0","0","   0","   2","   1","   2","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","561","21556","","Need,Mark E","   8","   8","3.875","3.383","100","87.5","12.5","0","0","0","   0","   6","   1","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","564","30462","","Tanford,J. Alexander","  40","  43","3.628","3.389","100","57.5","42.5","0","0","3","   0","  15","   8","  15","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   1","   0","   0","   0","   0","   0","   0","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","567","24572","","Meitus,Robert Shannon","  13","  13","3.885","3.314","100","100","0","0","0","0","   0","   8","   5","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","568","25266","","Matthews,Catherine LeAnn","  18","  18","3.611","3.460","100","77.8","22.2","0","0","0","   0","   0","  14","   4","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","570","20458","","Gjerdingen,Donald H.","  21","  25","3.690","3.584","100","76.2","23.8","0","0","4","   0","   7","   9","   4","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","   0","   1","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","570","20469","","Gjerdingen,Donald H.","  15","  17","3.760","3.519","100","100","0","0","0","2","   0","   3","  12","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","06-07-2013",
"Spring 2013","4132","NON","Non Standard Session","LAW","LAW-B ","582","30799","","Broughman,Brian Jeffrey","  10","  13","3.710","3.497","100","80","20","0","0","3","   0","   3","   5","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","   0","   0","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","588","18202","","Conrad,Stephen A.","  17","  17","3.676","3.360","100","76.5","23.5","0","0","0","   0","   8","   5","   1","   2","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","595","23650","","Barnes,A James","   8","   8","3.663","3.508","100","62.5","37.5","0","0","0","   0","   4","   1","   2","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","601","28551","","Bell,Jeannine","  45","  47","3.342","3.414","100","35.6","64.4","0","0","2","   0","   1","  15","  18","   6","   5","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","601","36614","","Hoffmann,Joseph L.","  34","  34","3.312","3.379","100","20.6","79.4","0","0","0","   0","   1","   6","  21","   3","   3","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","608","24573","","Widiss,Deborah Anne","  46","  51","3.326","3.281","97.8","26.1","73.9","0","0","5","   0","   2","  10","  23","   8","   3","   0","   0","   0","   0","   0","   0","   0","   0","   5","   0","   0","   0","   0","   0","   0","   0","   0","06-07-2013",
