"TERM DESCRIPTION","TERM","SESSION","SESSION DESCRIPTION","DEPARTMENT","SUBJECT","COURSE","CLASS/SECTION NBR","COURSE DESCRIPTION","INSTRUCTOR NAME","GPA GRADES","TOTAL GRADES","AVG SECT GPA","AVG STDNT CUM GPA","PERCENT MAJORS","A%","B%","C%","D%","OTHER GRADES","A+","A","A-","B+","B","B-","C+","C","C-","D+","D","D-","F","W","WX","I","R","P","S","NY","NR","NC","OTHER","EFFECTIVE DATE",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","614","20415","","Reuter,Margaret E","  45","  46","3.429","3.332","100","48.9","51.1","0","0","1","   0","   6","  16","  13","   4","   6","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","614","23651","","Reuter,Margaret E","  43","  43","3.423","3.278","100","46.5","53.5","0","0","0","   0","   6","  14","  10","  11","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","614","24569","","Weng,Carwina","  55","  55","3.407","3.312","100","49.1","49.1","1.8","0","0","   0","   6","  21","  10","  15","   2","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","614","32709","","Pruden,Seth Thomas","  43","  44","3.537","3.590","100","55.8","44.2","0","0","1","   2","  13","   9","   9","   7","   3","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","615","27166","","Stake,Jeffrey E.","  36","  37","3.278","3.406","100","33.3","61.1","5.6","0","1","   0","   2","  10","  11","   8","   3","   2","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","620","23887","","Ardery,Samuel Richard","  20","  21","3.535","3.515","100","55","45","0","0","1","   0","   1","  10","   9","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","620","33369","","Stager,Nan","  12","  14","3.775","3.463","100","75","25","0","0","2","   1","   8","   0","   1","   2","   0","   0","   0","   0","   0","   0","   0","   0","   1","   1","   0","   0","   0","   0","   0","   0","   0","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","623","22509","","Nehf,James P.","  13","  20","3.538","3.352","100","53.8","46.2","0","0","7","   0","   4","   3","   3","   3","   0","   0","   0","   0","   0","   0","   0","   0","   1","   4","   0","   0","   0","   0","   0","   0","   2","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","625","33022","","Claussen,Kathleen","  18","  24","3.750","3.358","100","83.3","16.7","0","0","6","   0","   8","   7","   2","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   5","   1","   0","   0","   0","   0","   0","   0","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","631","23916","","Lorch III,Basil H","   8","  10","3.800","3.417","100","87.5","12.5","0","0","2","   0","   4","   3","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","634","30477","","Lovelace Jr,Herbert Timothy","  14","  15","3.557","3.479","92.9","64.3","35.7","0","0","1","   0","   1","   8","   4","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","636","33684","","Aman Jr,Alfred C","   8","   9","3.750","3.369","100","75","25","0","0","1","   0","   4","   2","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","645","18205","","Gjerdingen,Donald H."," 106"," 110","3.382","3.433","100","34","66","0","0","4","   0","  10","  26","  43","  25","   2","   0","   0","   0","   0","   0","   0","   0","   0","   2","   1","   0","   0","   0","   0","   0","   1","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","650","18206","","Mehrotra,Ajay","  61","  68","3.293","3.420","98.5","27.9","72.1","0","0","7","   0","   4","  13","  24","  12","   8","   0","   0","   0","   0","   0","   0","   0","   0","   3","   1","   0","   0","   0","   0","   0","   3","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","651","30485","","Shreve,Marguerite Russell","  17","  22","3.329","3.364","100","29.4","70.6","0","0","5","   0","   3","   2","   5","   6","   1","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   3","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","653","18207","","Broughman,Brian Jeffrey"," 130"," 133","3.362","3.401","100","35.4","63.8",".8","0","3","   0","  12","  34","  50","  23","  10","   1","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","   0","   0","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","654","30511","","Heidt,Robert H.","  10","  11","3.100","3.500","100","20","70","10","0","1","   0","   2","   0","   2","   2","   3","   1","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","656","23770","","Broughman,Brian Jeffrey","  37","  39","3.408","3.429","100","43.2","56.8","0","0","2","   0","   3","  13","  14","   3","   4","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","658","30520","","Brown,Kevin D.","  34","  36","3.321","3.304","100","29.4","70.6","0","0","2","   0","   1","   9","  15","   6","   3","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","661","25775","","Cripps,Yvonne","  11","  13","3.573","3.286","90.9","54.5","45.5","0","0","2","   1","   4","   1","   3","   1","   1","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","670","27169","","Hughes,Sarah Jane","  60","  65","3.395","3.355","98.3","43.3","53.3","3.3","0","5","   0","   6","  20","  22","   5","   5","   2","   0","   0","   0","   0","   0","   0","   0","   5","   0","   0","   0","   0","   0","   0","   0","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","671","32708","","Fisher,Thomas Molnar","  14","  18","3.457","3.461","100","50","50","0","0","4","   0","   2","   5","   4","   2","   1","   0","   0","   0","   0","   0","   0","   0","   0","   4","   0","   0","   0","   0","   0","   0","   0","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","672","18208","","Raymond,Angie"," 105"," 115","3.277","3.423","100","37.1","62.9","0","0","10","   4","   9","  26","  25","   9","  32","   0","   0","   0","   0","   0","   0","   0","   0","   6","   1","   0","   0","   0","   0","   0","   3","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","678","30528","","Brown,Kevin D.","  32","  38","3.338","3.340","100","28.1","71.9","0","0","6","   0","   1","   8","  16","   5","   2","   0","   0","   0","   0","   0","   0","   0","   0","   5","   0","   0","   0","   0","   0","   0","   1","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","680","30536","","Widiss,Deborah Anne","  41","  45","3.307","3.374","100","29.3","70.7","0","0","4","   0","   2","  10","  17","   7","   5","   0","   0","   0","   0","   0","   0","   0","   0","   4","   0","   0","   0","   0","   0","   0","   0","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","688","18215","","Singleton,Earl R.c.","  15","  15","4.000","3.322","100","100","0","0","0","0","   0","  15","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","691","21965","","Applegate,Amy","   6","   6","3.850","3.364","100","100","0","0","0","0","   0","   3","   3","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","699","25776","","Quintanilla,Victor David","  55","  66","3.331","3.424","100","36.4","63.6","0","0","11","   0","   6","  14","  14","  15","   6","   0","   0","   0","   0","   0","   0","   0","   0","  11","   0","   0","   0","   0","   0","   0","   0","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","700","30551","","Lederman,Leandra","  35","  37","3.460","3.463","97.1","51.4","45.7","2.9","0","2","   1","   4","  13","  12","   2","   2","   0","   1","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","706","18218","","Matthews,Catherine LeAnn","  22","  29","3.986","3.471","100","100","0","0","0","7","   0","  21","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   2","   1","   2","   0","   0","   0","   0","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","706","18219","","Matthews,Catherine LeAnn","  12","  18","4.000","3.412","100","100","0","0","0","6","   0","  12","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   3","   0","   1","   0","   0","   0","   0","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","709","27172","","Need,Mark E","  19","  19","3.421","3.359","100","42.1","57.9","0","0","0","   2","   3","   3","   4","   6","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","709","29023","","Becker,Alan W.","  15","  18","3.400","3.457","100","40","60","0","0","3","   0","   1","   5","   6","   2","   1","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","   0","   0","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","710","18226","","Matthews,Catherine LeAnn","   8","   9","3.888","3.330","100","100","0","0","0","1","   0","   5","   3","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","713","24205","","Aman Jr,Alfred C","  42","  45","3.302","3.469","90.7","31","69","0","0","3","   0","   5","   8","  12","  12","   5","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   1","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","722","18228","","Kellams,Marc Reed","  12","  15","3.683","3.413","100","83.3","16.7","0","0","3","   0","   2","   8","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","   0","   0","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","722","22804","","Barnes,Michael P","  12","  14","3.608","3.444","100","58.3","41.7","0","0","2","   0","   3","   4","   5","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","722","24574","","Vaidik,Nancy H.","  12","  14","3.500","3.511","91.7","50","50","0","0","2","   0","   2","   4","   4","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","722","24851","","Cook,Jessie Ann","  12","  16","3.592","3.232","100","66.7","33.3","0","0","4","   0","   4","   4","   1","   3","   0","   0","   0","   0","   0","   0","   0","   0","   0","   4","   0","   0","   0","   0","   0","   0","   0","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","722","25311","","Brown,Elaine Marie Becher","  12","  16","3.533","3.341","100","58.3","41.7","0","0","4","   0","   2","   5","   3","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   4","   0","   0","   0","   0","   0","   0","   0","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","722","26587","","Diekhoff,Mary Ellen","  14","  15","3.671","3.371","100","71.4","28.6","0","0","1","   0","   4","   6","   4","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","722","28841","","Levco,Stanley Michael","  12","  13","3.458","3.320","100","33.3","66.7","0","0","1","   0","   2","   2","   7","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","722","36421","","Levco,Stanley Michael","  12","  13","3.525","3.287","100","50","50","0","0","1","   0","   3","   3","   4","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","723","23653","","Orenstein,Aviva Anne","  54","  58","3.348","3.392","100","37","63","0","0","4","   0","   9","  11","  15","  11","   8","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","   0","   1","   0","06-07-2013",
"Spring 2013","4132","NON","Non Standard Session","LAW","LAW-B ","733","24206","","Stras,David Ryan","   7","   9","3.486","3.606","100","57.1","42.9","0","0","2","   0","   2","   2","   1","   1","   1","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","738","30769","","Fidler,David Paul","  31","  38","3.206","3.362","97","12.9","87.1","0","0","7","   0","   1","   3","  13","  12","   2","   0","   0","   0","   0","   0","   0","   0","   1","   5","   0","   0","   0","   0","   0","   0","   1","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","740","23995","","Retzner,Rodney Scott","  17","  21","3.429","3.353","100","47.1","47.1","5.9","0","4","   1","   4","   3","   4","   4","   0","   0","   1","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","   0","   1","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","748","24721","","Krishnan,Jayanth K","  26","  33","3.677","3.440","100","76.9","23.1","0","0","7","   0","   8","  12","   4","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   5","   1","   0","   0","   0","   0","   0","   1","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","751","33025","","Mattioli,Michael","  19","  25","3.442","3.308","100","47.4","52.6","0","0","6","   0","   3","   6","   5","   4","   1","   0","   0","   0","   0","   0","   0","   0","   0","   5","   0","   0","   0","   0","   0","   0","   1","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","758","23655","","Janis,Mark David","  37","  42","3.370","3.361","97.4","37.8","62.2","0","0","5","   0","   4","  10","  12","   8","   3","   0","   0","   0","   0","   0","   0","   0","   0","   4","   0","   0","   0","   0","   0","   0","   1","   0","06-07-2013",
"Spring 2013","4132","1","Regular Academic Session","LAW","LAW-B ","759","20417","","Fidler,David Paul","  24","  28","3.358","3.408","100","33.3","66.7","0","0","4","   0","   4","   4","   6","  10","   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","   0","   1","   0","06-07-2013",
